ISO_A3,Country_Name,esperance_vie_hom,esperance_vie_fem,pop_0a14_p100,pop_15a64_p100,pop_65plus_p100,densite_pop,tx_mortalite_p1000,tx_fertilite,pop_rurale_p100,imports_p100GDP,exports_p100GDP,immigration,pop_refugies,transport_aerien,PIB_pcapita,PIB_pays,taux_emploi_p100,emploi_agric_p100,ratio_FH_emploi,articles_scientif,surface_agri_p100,surface_foret_p100,zones_terr_protegees_p100,pop_urbaine_p100,ressource_eau_pcapita,emissions_CO2,pop_expo_partic_fine_p100,pop_diabete_p100,mortalite_maladies_p100,mortalite_infant_0a5ans,pop_rurale_sanitaire_p100,acces_electricite_p100,tourisme_internat_p100export,apport_nrj_alim_p100besoin,preval_obesite_adult_p100,age_median,indice_dvpt_humain,political_regime,global_freedom_score_p100,groupe_economie_pays,groupe_PIB_pays,continent,region_ONU,sous_region,region_WB,Long,Lat,temp_dec19,temp_jan20,temp_fev20,temp_mar20,temp_mean,population,AUC_SI,AUC_confirmed,AUC_deaths,AUC_recovered,AUC_confirmed_pmillion,AUC_deaths_pmillion,AUC_recovered_pmillion,date_SI_sup0,date_SI_sup50,date_SI_max,SI_max,confirmed_30avr,deaths_30avr,recovered_30avr,confirmed_p_million,deaths_p_million,recovered_p_million,b_confirmed,Asym_confirmed,xmid_confirmed,b_deaths,Asym_deaths,xmid_deaths,b_recovered,Asym_recovered,xmid_recovered,date_first_cases,days_since_first_cases
SUR,Suriname,68.4,74.9,27.2,65.9,6.9,3.7,7.3,2.4,33.9,NA,NA,-4999.0,20.0,272347.0,13820,3590753768.84422,51.1,7.5,60.9,17.4,0.6,98.3,14.5,66.1,178935,3.6,100,12.5,21.7,18.9,74.8,96.8,3.2,115,26.5,29.8,0.777,Semi-Parliamentary Republic,75,6. Developing region,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-56.118700500326,3.92602762900006,24.1899963378906,23.9299865722656,23.839990234375,24.6299987792969,24.1474929809571,586634,3389.185,383,27.5,27.5,652.877262483934,46.8776102305697,46.8776102305697,-1,2,23,83.07,10,1,8,17.0464037202071,1.70464037202071,13.6371229761657,0.240589693784272,10.0491805728618,18341.6421423762,37.4194145435738,1,18354.0960586794,0.330950194200641,6.76693756445029,18360.5358121298,3/14/2020,47
SVK,Slovak Republic,73.8,80.7,15.4,68.9,15.7,113.3,10.0,1.5,46.3,92.9,95.1,7423.0,1221.0,NA,33060,105904632155.755,59.5,2.2,77.4,5321.6,39.2,40.4,37.6,53.7,2325,5.7,100,6.5,17.2,5.6,96.8,100,3.3,116,22.4,40.5,0.745,Parliamentary republic,88,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,Europe & Central Asia,19.6450393603695,48.6746528120001,-0.750006103515602,-2.70999755859373,0.119989013671898,1.17998657226565,-0.540007019042946,5459643,4345.85,31005,252.5,252.5,5678.94274405854,46.2484451822216,46.2484451822216,-39,6,33,90.74,1396,23,524,255.694374155966,4.21272966016276,95.976971388056,0.043535239591623,2526.32362230831,18367.0884313875,0.117032730782204,28.7132922318571,18370.7905821882,0.092743992138441,779.315268041698,18373.6226445907,3/6/2020,55
SVN,Slovenia,78.2,84.0,15.0,65.4,19.6,102.6,9.9,1.6,45.5,74.3,83.2,9999.0,20.0,1094762.0,37450,54007972106.4629,58.4,5.2,84.2,3206.2,30.7,62,53.6,54.5,9054,6.2,99,5.9,12.7,2.1,99.1,100,7.3,126,22.5,44.5,NA,Parliamentary republic,94,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,Europe & Central Asia,14.6159375132848,46.1502074185001,3.49001464843752,2.42000732421877,5.42000732421877,6.18999633789065,4.38000640869143,2078932,4169.01,44499.5,1783.5,1783.5,21404.9810191002,857.892417837621,857.892417837621,-1,11,25,91.93,1429,91,233,687.372169941104,43.7724754826036,112.076777884029,0.078042306442413,1522.79227832448,18346.1189817187,0.088847381599738,102.718728551084,18359.7569809251,0.125564544389098,234.961050062705,18357.6524411321,3/5/2020,56
SWE,Sweden,81.0,84.1,17.6,62.3,20.1,25.0,9.1,1.8,12.6,41.2,44.4,200000.0,19.0,NA,54030,556086488936.559,64.6,1.6,90.6,20420.6,7.4,68.9,14.9,87.4,17636,4.5,4,4.8,9.1,2.7,99.6,100,5.9,126,22.1,41.2,0.728,Constitutional parliamentary monarchy,100,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,Europe & Central Asia,14.905117514486,62.1945254580001,-3.5000061035156,-0.579992675781227,-3.38999023437498,-1.78000488281248,-2.31249847412107,10099270,1929.375,411538,38992,38992,40749.2818787893,3860.87311261111,3860.87311261111,38,NA,84,47.35,21092,2586,1005,2088.46778034452,256.058111130804,99.5121429568672,0.036523386958906,44284.6291463787,18374.1804324721,0.057938343292585,4415.58398625855,18371.4345587172,0.039529986852411,3324.5621316377,18384.8727162271,1/31/2020,90
SWZ,Eswatini,55.3,64.0,38.1,57.9,4.0,66.1,9.4,3.0,76.2,43.8,43.1,-41764.0,240.0,NA,10640,4710618471.93167,52.5,12.5,85.5,34.1,71,34.3,4.2,23.8,2411,1.1,100,4.5,26.7,54.4,60.7,73.5,0.9,103,13.5,21.7,0.507,Absolute monarchy,19,6. Developing region,4. Lower middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,31.4478522127606,-26.5395675664999,22.1299987792969,22.6,23.3900085449219,22.0200134277344,22.5350051879883,1160164,3463.46,868,14.5,14.5,748.170086298144,12.4982330084367,12.4982330084367,-14,13,13,81.48,100,1,12,86.194710403012,0.86194710403012,10.3433652483614,0.008117052980083,92624222.1983453,18705.4894853629,36.4713388103558,1,18367.0971530385,0.355654922244128,9.02746299251434,18358.3623551845,3/14/2020,47
SYC,Seychelles,68.5,77.4,23.6,68.8,7.6,210.4,8.5,2.4,43.3,102.1,89.9,-1000.0,13.0,455201.0,29120,1590180446.19384,NA,NA,NA,9.5,3.4,88.4,42.1,56.7,NA,5.4,100,12.3,21.2,14.5,NA,100,35.4,99,14.6,35.4,0.937,Presidential Republic,72,6. Developing region,3. Upper middle income,Seven seas (open ocean),Africa,Eastern Africa,Sub-Saharan Africa,46.3495985831148,-9.34160735499992,29.5500122070313,26.9099975585938,28.0800109863281,26.9599853515625,27.8750015258789,98340,4198.845,430.5,0,0,4377.66931055522,0,0,-73,16,26,94.58,11,0,6,111.856823266219,0,61.012812690665,0.14534219000504,11.0888409704405,18339.0254436864,0.099999998746877,3.27995050282241E-13,18350.0000000863,3.6396585896831,5.61947825226945,18368.4270512736,3/14/2020,47
THA,Thailand,73.2,80.7,17.1,71.0,11.9,135.9,7.7,1.5,50.1,54.3,68.2,97222.0,192.0,76053042.8,18200,504992757704.997,67.3,31.6,77.8,12513.8,43.3,32.2,18.8,49.9,3280,4.6,100,7,14.5,9.1,98.3,100,19.6,116,10.8,37.7,0.765,Constitutional monarchy,32,5. Emerging region: G20,3. Upper middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,101.693023347356,13.0323806795001,26.3000122070313,27.9500061035156,27.8999877929688,29.7600036621094,27.9775024414063,69799978,3491.04,90179,1227,1227,1291.96315792535,17.5788021022012,17.5788021022012,52,67,85,83.21,2954,54,2684,42.3209302444193,0.773639212321815,38.4527341828102,0.112212786883858,2992.81078573279,18347.4516639787,0.114560023158448,56.615136922229,18356.1459541439,0.06434709796339,4064.74215823843,18366.3346939615,1/14/2020,107
TUN,Tunisia,74.5,78.5,24.2,67.5,8.3,74.4,6.3,2.2,31.1,56.9,44.4,-20000.0,1999.0,4274199.0,12070,39871132267.9361,46.1,13,34.2,5564.9,64.8,6.8,7.9,68.9,379,2.6,100,8.5,16.1,17,81.4,100,11.9,144,27.3,31.6,0.799,Semi-Presidential Republic,70,6. Developing region,3. Upper middle income,Africa,Africa,Northern Africa,Middle East & North Africa,8.86272537879475,33.7914139815,15.3999877929688,13.110009765625,16.5800109863281,18.5800109863281,15.9175048828125,11818618,4265.445,25035,983.5,983.5,2118.26797346356,83.2161594528227,83.2161594528227,0,14,17,90.61,994,41,305,84.1045882014293,3.46910273265453,25.8067398404788,0.092843420412195,1038.83916664052,18352.3557646692,0.111107868531343,42.7516466305752,18354.3255205883,0.070633274594663,857.554298680594,18381.7703060108,3/4/2020,57
TUR,Turkey,74.4,80.3,24.6,66.9,8.5,107.0,5.4,2.1,24.9,29.3,24.8,1419610.0,68903.0,115595495.8,27640,771350330455.267,52.8,18.4,46.9,33535.8,49.8,15.4,0.2,75.1,2939,4.5,100,11.1,16.1,10.6,89.9,100,16.6,157,32.2,30.9,0.739,Presidential Republic,32,4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,Europe & Central Asia,35.4785357076282,38.9610467535001,2.96999511718752,-0.079992675781227,1.30999145507815,7.0100036621094,2.80249938964846,84339067,4301.47,2096881,48981,48981,24862.5112250767,580.762886551733,580.762886551733,-47,5,17,80.42,120204,3174,48886,1425.24697362374,37.6338049838754,579.636480920521,0.076759810714035,155789.581662924,18364.1496212313,0.063383449035394,5027.43802349656,18369.586155194,0.016167710917402,110182120.131075,18508.3477115424,3/11/2020,50
TZA,Tanzania,63.2,66.8,44.1,53.3,2.6,63.6,6.4,4.9,66.2,17.1,15.1,-200381.0,735.0,1481557.0,3140,58001200572.3965,83.4,65.3,91.1,602.7,44.8,51.6,38.1,33.8,1681,0.2,100,5.7,17.9,53,23.7,32.8,29.4,108,7.1,17.7,NA,Presidential Republic,40,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,34.2088637896023,-6.35411773399994,21.6799865722656,20.8799987792969,21.3799987792969,20.9999938964844,21.234994506836,59734213,1983.96,4498,164,164,75.3002303721654,2.74549528257784,2.74549528257784,-2,27,27,50.4,480,16,167,8.03559594900832,0.267853198300277,2.79571775725914,0.081430154387716,806.475866998938,18376.2088140825,0.057078533222121,34.5827828022976,18379.6998922152,0.020352355283441,479234389.47522,18514.5560577635,3/16/2020,45
UGA,Uganda,60.7,65.2,46.9,51.1,2.0,213.1,6.6,5.0,76.2,25.3,18.2,843469.0,7035.0,21537.0,1970,27461440192.3549,70.3,72.7,90.6,673.1,71.9,9.7,16.1,23.8,1057,0.1,100,2.5,21.9,46.4,16.2,22,18.6,95,4.1,15.8,0.528,Presidential Republic,34,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,32.6841035768385,1.38016798850006,24.8300109863281,25.4399963378906,26.0500122070313,25.9200073242188,25.5600067138672,45741000,4399.675,1966.5,0,0,42.9920640125926,0,0,-61,4,9,92.59,83,0,52,1.81456461380381,0,1.13683566166022,0.109679064540481,73.1003284730588,18349.7267850482,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.23031303527738,54.5239600398755,18368.6004083864,3/21/2020,40
UKR,Ukraine,66.7,76.7,15.8,67.8,16.4,77.0,14.8,1.3,30.6,55.7,48.0,50001.0,93263.0,7854842.0,9030,130832374404.882,54.2,14.5,74.1,10379.9,71.7,16.7,4,69.4,1217,5,100,6.1,24.7,8.7,93.6,100,3.8,119,26.1,40.6,0.75,Semi-Presidential Republic,62,6. Developing region,4. Lower middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,31.0614149227125,48.7912606810001,2.39998779296877,0.350000000000023,2.17998657226565,6.68999633789065,2.90499267578127,43733759,4460.42,135282,3581.5,3581.5,3093.30830674765,81.8932577919954,81.8932577919954,0,9,15,92.06,10406,261,1238,237.939757247942,5.96792971763529,28.3076513043391,0.043126292966369,31691.8919943086,18384.3641137065,0.048954846075537,584.589371476816,18377.944935342,0.04764064719458,8792.34539356951,18396.1998759012,3/3/2020,58
URY,Uruguay,74.0,81.4,20.6,64.6,14.8,19.7,9.5,2.0,4.7,18.3,21.4,-15000.0,19.0,NA,21940,59596885024.3487,64,8.1,75.8,852.2,82.6,10.7,3.4,95.3,27114,2,22,7.3,16.7,7.6,97.1,100,14.9,131,28.9,35,0.866,Presidential Republic,98,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-55.8186557386326,-32.5266321784999,22.5500122070313,24.0599914550781,23.7000061035156,23.7000061035156,23.5025039672852,3473727,3359.07,17845.5,275.5,275.5,5137.27762717105,79.3096291101747,79.3096291101747,0,1,20,76.98,643,17,417,185.103780464038,4.89387911024672,120.043975821934,0.089595733069627,621.377261173625,18347.9067919955,0.059853470585999,22.7424749043545,18366.0530436571,0.106913783173489,440.514692441607,18360.6655736908,3/13/2020,48
USA,United States,76.1,81.1,18.7,65.5,15.8,35.8,8.6,1.7,17.7,15.0,12.1,4774029.0,342.0,889022000.0,63690,20544343456936.5,62,1.3,82.3,422807.7,44.4,33.9,13,82.3,8851,16.5,3,10.8,14.6,6.5,99.9,100,10.2,148,37.3,38.1,0.92,Presidential Republic,86,1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,North America,-99.6984278025896,37.2463646505001,3.45998535156252,2.92998657226565,2.80999145507815,10.0700012207031,4.81749114990237,329466283,3581.905,20071498.5,1009359,1009359,60921.2521452461,3063.61850083458,3063.61850083458,11,54,77,71.58,1069424,62996,153947,3245.92850674192,191.206212139165,467.261774401358,0.061626939202626,1444293.7223144,18363.4858501697,0.067175857852146,89562.888163386,18367.1512071454,0.036960862363533,558776.79854405,18391.3959172932,1/22/2020,99
UZB,Uzbekistan,69.4,73.7,28.7,66.9,4.4,77.5,4.7,2.4,49.5,23.9,21.8,-44314.0,3284.0,3056558.0,8810,50499921557.5105,65.1,23.9,67.1,353.9,62.9,7.5,3.4,50.5,531,3.4,100,6.5,24.5,21.4,100,100,9.3,NA,15.3,28.6,0.92,Presidential Republic,10,6. Developing region,4. Lower middle income,Asia,Asia,Central Asia,Europe & Central Asia,63.3895801793996,41.371429342,3.93999633789065,0.990014648437523,6.0200134277344,10.7000061035156,5.41250762939455,33469199,4626.85,35095.5,148.5,148.5,1048.59097464508,4.43691526648128,4.43691526648128,-54,1,44,94.58,2039,9,1133,60.9216850394298,0.26890395554432,33.8520201813016,0.102752927659829,2370.12776947764,18363.2288131583,0.031932720694843,30.5702304475533,18387.84275242,0.076438492988374,3701.46927527348,18383.757242006,3/15/2020,46
VEN,"Venezuela, RB",68.4,76.1,27.7,65.1,7.2,32.7,7.0,2.3,11.8,NA,NA,-3266243.0,21046.0,2137771.0,NA,NA,59.7,8.3,60.7,639,24.5,52.7,54.1,88.2,26793,6.2,100,7,18.1,24.5,NA,100,1.9,99,25.2,28.3,NA,Presidential Republic,16,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-65.4103305713681,6.4206298830001,22.9399963378906,24.3000122070313,25.5800109863281,25.1499877929688,24.4925018310547,28435943,4167.14,7974.5,269,269,280.437332428188,9.4598586021923,9.4598586021923,-15,-1,4,84.26,333,16,142,11.7105312807808,0.562668169647126,4.99368000561824,0.03709327155152,572.9730380543,18364.9223817944,0.188487786812445,10.2732922507097,18352.3981788326,0.076592859094922,165.355288162988,18356.7847137296,3/14/2020,47
VNM,Vietnam,71.2,79.4,23.2,69.6,7.2,308.1,6.3,2.0,64.1,98.8,101.6,-399999.0,334475.0,47049671.0,6930,245213686369.157,77.4,37.4,88.3,4286.5,39.3,48.1,7.6,35.9,3919,1.8,100,6,17.1,20.7,77.7,100,3.9,126,2.1,30.5,0.693,One-party state,20,5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,107.85285441103,15.9624291035001,20.1,21.1799865722656,21.0100036621094,23.4999938964844,21.4474960327149,97338583,5467.84,10573,0,0,108.620853870453,0,0,2,62,69,97.35,270,0,219,2.77382299678638,0,2.24987865294895,0.099274144462532,284.292361665123,18341.1113630065,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.091364059681572,259.686463606467,18356.8184086213,1/23/2020,98
ZAF,South Africa,60.5,67.4,29.1,65.6,5.3,47.6,9.4,2.4,33.6,28.3,29.6,727026.0,489.0,23921748.1,13250,368288939768.322,56,5.1,79.1,13008.7,79.8,7.6,8,66.4,821,9,100,12.7,26.2,33.8,74.7,84.4,8.9,125,27,27.1,0.463,Semi-Parliamentary Republic,79,5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,26.1208916540715,-28.4745915729999,22.4800048828125,23.5400024414063,22.3000122070313,20.2499938964844,22.1425033569336,59308690,4067.37,95393.5,1323.5,1323.5,1608.42365596003,22.3154482083486,22.3154482083486,-42,13,21,91.4,5647,103,2073,95.2137030846576,1.73667636226664,34.9527194075607,0.020330214383288,38144.1543593316,18415.0536683191,0.055108609180057,233.023043802828,18377.8558901897,0.058716563848804,5079.3391727343,18380.1159210091,3/5/2020,56
ZMB,Zambia,60.5,66.4,44.9,53.0,2.1,23.3,6.5,4.6,56.5,33.8,35.2,-40000.0,284.0,8904.0,4100,26720073435.9014,74.6,48.8,89,213.1,32.1,65.2,37.9,43.5,5208,0.3,100,4.5,17.9,57.8,18.9,40.3,7.4,91,6.5,16.8,0.591,Presidential Republic,54,7. Least developed region,4. Lower middle income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,25.4152401229547,-13.1255026245,24.5200134277344,23.7499938964844,23.9999938964844,22.8900085449219,23.7900024414063,18383956,2602.155,1895,60.5,60.5,103.079010850548,3.29091301132357,3.29091301132357,-26,22,28,62.45,106,3,55,5.76589717686444,0.163185769156541,2.99173910120324,0.029250283499724,277.038899526527,18383.3972344151,0.118257631195169,3.36096545404331,18359.6101346486,0.163899324899008,44.7635411865945,18361.1152128849,3/18/2020,43
ZWE,Zimbabwe,59.5,62.6,42.4,54.7,2.9,37.3,7.9,3.6,67.8,29.3,19.0,-584288.0,15629.0,282539.0,3020,31000519447.175,83.1,66.5,87.8,359.3,41.9,35.5,27.2,32.2,902,0.9,100,1.8,19.3,46.2,31.5,40.4,3.4,85,12.3,20,0.563,Presidential Republic,29,5. Emerging region: G20,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,29.328271790518,-19.0076242064999,23.9699951171875,22.5700012207031,21.2199951171875,20.4999938964844,22.0649963378906,14862927,3950.915,651,93,93,43.8002554947622,6.25717935639461,6.25717935639461,-53,3,10,91.4,40,4,5,2.69125993823424,0.269125993823424,0.33640749227928,0.040945243024862,73.6426329568093,18373.7329781823,0.070231156356382,4.95006030440971,18357.3928983035,0.035926061928958,88.6351046037959,18410.886301125,3/20/2020,41
