ISO_A3,Country_Name,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,X106,X107,X108,X109,X110
BMU,Bermuda,63973,77.9,85.6,NA,NA,1184.6,7.5,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,18.5,2.1,100,41.3,NA,8.8,100,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,36.9,108,NA,43.4,0.728,NA,2. Developed region: nonG7,2. High income: nonOECD,North America,Americas,Northern America,North America,-64.7280248205746,32.3191987840202,19.5756097560976,18.4713958810069,19.0596833130329,18.6733727810651,19.5756097560976,62273,114,6,48,1830.64891686606,96.3499429929504,770.799543943603,0.052019396132564,180.388237572204,18365.7907515261,4.2206348002136e-27,8.32701683063146e-28,2.16028026334205e-304,1,23,0.389017032757896,5.27840160050387,18358.7627801586,1.69037224404429e-24,2.01678143242779e-95,0,1,13,0.103667979674433,48.0337384704746,18358.2708350627,1.11693707226841e-39,6.18004306370035e-70,0,1,17,2020-03-19,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOL,Bolivia,11353142,68.4,74.2,31.1,61.7,10.5,6.8,2.7,30.6,31.8,24.9,10,1.9,-47520,510,4122113,NA,7670,40287647756.8741,34.6,24.7,44,71.8,30.7,78.5,NA,102.8,1.5,34.8,50.3,30.9,69.4,41.9,28347,1.9,100,6.8,17.2,26.8,1.61,1.1,NA,97.5,91.6,1,36.1,91.8,9.4,105,18.7,24.3,0.761,112.9,5. Emerging region: G20,4. Lower middle income,South America,Americas,South America,Latin America & Caribbean,-64.2857951496387,-16.2878418989999,31.5299926757813,32.4900146484375,31.1799865722656,30.9200073242188,31.5300003051758,11673029,1110,59,117,95.0909999452584,5.0543864835768,10.0231053996353,0.018589380160713,34258.465111576,18447.5437322634,4.21101223067836e-16,0.021712397724044,8.4478103768828e-210,1,30,0.049304682604909,115.928996029569,18374.8243475131,1.47279669791549e-23,6.85463920877666e-17,1.24836622367078e-288,1,10,0.04972501143935,1053.46243392354,18397.3544631414,1.44345616192734e-7,0.051430056489327,4.42139988037554e-235,1,15,2020-03-11,50,7556,647.304140167903,cases tested,2020-05-02,NA,NA,NA,NA,NA
BRA,Brazil,209469333,72,79.4,21.3,69.7,25.1,6.5,1.7,13.4,11.6,12.6,34.7,0,106000,1038,102109977,10312431,15850,1868626087908.48,NA,20.4,53.3,63.9,9.2,73.2,1.3,60148,1.5,33.9,58.9,29.4,86.6,NA,27919,2.6,68,10.4,16.6,14.4,2.15,2.3,NA,115.4,NA,1,60.1,100,2.3,131,22.3,32.6,NA,NA,3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-49.7280113163568,-14.2388624029999,27.9999938964844,27.9999938964844,27.7400146484375,27.860009765625,27.9000030517578,212559409,87187,6006,35935,410.177090772773,28.2556299354408,169.058618336674,0.017591709317645,3375517.21425914,18456.269529401,4.44711414862598e-22,0.006369130732262,6.98508796635618e-217,1,34,0.023914985673414,111900.412923413,18427.2198604046,2.75979349281438e-25,2.68012656353e-4,6.79557035719235e-238,1,14,0.221250211022344,35214.276213482,18368.6489091503,3.95584437352671e-28,2.53980264021875e-63,0,1,18,2020-02-26,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRB,Barbados,286641,77.7,80.4,17.3,66.9,666.6,9,1.6,68.9,40.6,42.1,NA,NA,-397,214,NA,101000,16280,5145000000,NA,NA,NA,65.2,2.6,89.3,NA,38,NA,23.3,14.7,1.3,31.1,NA,281,4.5,100,13.4,16.2,12.2,2.49,6.2,5.1,97.8,NA,1,NA,100,NA,120,24.8,38.6,0.845,NA,6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-59.5661598592621,13.193670965999999,28.0599914550781,27.4099975585938,27.1899963378906,27.0500122070313,27.4274993896485,287371,81,7,39,281.865602305034,24.358755754756,135.713067776498,0.120921053905602,81.7983646383908,18349.4806831593,2.30107192792447e-58,1.40132690194202e-108,0,1,21,0.185494442858076,6.14637542519569,18359.4257099836,2.9217133636983e-24,1.54340387282812e-70,0,1,14,0.051012508116365,106.641092785391,18380.5944355488,1.98594447021196e-12,1.53015130885163e-6,2.68349379092698e-264,1,22,2020-03-17,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRN,Brunei Darussalam,428962,74.6,77,23,72.1,81.4,4.4,1.8,22.4,35.6,49.6,NA,NA,0,3,1234455,138676,82180,13567351175.0315,NA,NA,NA,64.7,1.4,81.4,NA,293.9,2.4,2.7,72.1,46.9,77.6,NA,20743,22.2,0,13.3,16.6,11.6,NA,NA,4.4,104.9,107.4,1,NA,100,2.7,122,14.7,30.2,0.816,116.4,6. Developing region,2. High income: nonOECD,Asia,Asia,South-Eastern Asia,East Asia & Pacific,114.46843639661,4.53794118250011,26.5400024414063,26.85,26.7199951171875,27.1799865722656,26.8224960327149,437483,138,1,124,315.44082855791,2.2858031054921,283.43958508102,0.162100156242615,138.466536738819,18337.1322680032,5.78372374906799e-66,1.09468854826308e-137,0,1,18,-1.46969719669795,9.24103515931307e-10,18300.0688666187,0.999999999649791,0.999999995212696,0.999987554142219,1,3,0.156649495650498,122.780908024253,18352.4422720882,1.82186051386055e-69,1.84709458986129e-126,0,1,30,2020-03-09,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTN,Bhutan,754394,71.1,71.8,25.8,68.2,19.8,6.2,2,59.1,52.7,30.1,11,4.5,1600,7104,275849,NA,9250,2446674101.3737,NA,38.6,37.4,66.7,55.3,80.1,NA,52.6,NA,13.6,72.5,48,40.9,NA,108476,1.4,100,10.3,23.3,29.7,0.37,NA,6.8,101.3,100,1,67,97.7,15.5,NA,5.8,27.6,0.434,NA,7. Least developed region,4. Lower middle income,Asia,Asia,Southern Asia,South Asia,90.2957316366054,27.5239713942488,-5.47000732421873,-7.54001464843748,-6.22000732421873,-2.47000732421873,-5.42500915527342,771612,7,0,5,9.07191697381585,0,6.47994069558275,0.055697364683259,7.85219161608273,18347.4668345571,6.00267254654823e-19,2.52790740275715e-35,3.6831384887162e-310,1,17,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.01968962593734,51.9744659801082,18426.917501071,0.047006243364224,0.530430795538948,1.89755925579375e-150,1,27,2020-03-06,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
BWA,Botswana,2254126,66.2,72,34.1,61.7,4,5.7,2.9,30.6,33.9,40,2.4,0.5,14999,294,253417,NA,18000,18616018903.4434,NA,NA,NA,70.8,20.7,85,NA,280.6,2.8,45.6,18.9,29.1,69.4,NA,1149,3.4,100,5.8,20.3,36.5,0.37,NA,NA,NA,NA,NA,50.6,62.8,7.8,99,16.1,24.5,0.423,NA,6. Developing region,3. Upper middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,24.4714405778494,-22.3453016149999,28.5700012207031,28.6899963378906,28.5200134277344,26.7199951171875,28.1250015258789,2351625,23,1,5,9.78047095093818,0.425237867432095,2.12618933716047,0.095640999761378,27.3324702109442,18361.5274658848,7.0341557567579e-26,1.90769324253417e-45,0,1,22,36.4612419613185,1,18351.0970867891,1.71082677210439e-92,0,0,1,45,36.4725034303133,5.00000000000001,18380.0983567561,7.65965579485531e-81,0,0,1,65,2020-03-30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAF,Central African Republic,4666377,50.6,55,44.3,52.9,7.5,12.3,4.7,58.6,39.9,17.3,NA,27.5,-200000,590874,NA,NA,920,2219894701.95124,NA,NA,NA,72,77.3,80.8,NA,20.5,1.4,8.2,35.6,18.1,41.4,45.9,31585,0.1,100,6,23.1,116.5,NA,NA,NA,NA,NA,NA,9.1,30,NA,81,6.3,19.7,0.651,NA,7. Least developed region,5. Low income,Africa,Africa,Middle Africa,Sub-Saharan Africa,20.6331179305407,6.61479115800011,24.089990234375,23.8200012207031,26.3099914550781,28.4699951171875,25.672494506836,4829764,50,0,10,10.3524727088114,0,2.07049454176229,0.006374071321364,258963307.648825,18813.084340269,0.686936298366485,0.980520506944306,1.9712682194328e-22,0,97,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.193295509369012,11.5789154179041,18368.5082978572,4.40509835714434e-12,9.36940133613184e-34,0,1,19,2020-03-15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAN,Canada,37057765,79.9,84.1,15.9,66.9,4.1,7.7,1.5,18.6,33.7,31.5,NA,NA,1210159,84,89380000,6663690,47590,1713341704877.01,NA,NA,NA,65.1,1.5,87.6,1.6,59967.8,1.3,6.9,38.2,9.7,81.4,NA,80423,15.2,0,7.6,9.8,5,2.57,NA,NA,100.9,NA,1,98.7,100,4,141,31.3,42.2,0.581,NA,1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,North America,-110.430875577198,56.8369204775001,-13.15,-14.2500061035156,-10.9899963378906,-8.47000732421873,-11.7150024414062,37855702,54457,3310,21424,1438.54154388684,87.4372901604097,565.938520965745,0.048694610601192,94692.5450457769,18370.1012478467,3.11482665527576e-72,6.56479803668089e-67,0,1,17,0.054263907937342,8246.39311165388,18380.1429967023,9.38623133897836e-63,4.80068990031479e-46,0,1,11,0.054078073424695,40675.5739518683,18374.8545739019,1.29243298206633e-49,1.74948886581381e-40,0,1,22,2020-01-26,95,862080,22772.7912693311,people tested,2020-05-03,NA,NA,NA,NA,NA
CHE,Switzerland,8513227,81.6,85.6,14.9,66.5,215.5,7.8,1.5,26.2,54.5,65,NA,NA,259999,7,28857994,102916,68820,705140354166.312,NA,0.1,32.7,68.3,2.9,85.3,NA,21378.6,0.7,38.4,31.8,9.7,73.8,NA,4934,4.3,49,5.7,8.6,4.1,4.24,4.7,5.1,105.2,97.2,1,99.9,100,4.4,131,21.2,42.4,0.563,12.1,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,Europe & Central Asia,8.42700051304515,46.8119499715001,-1.82999267578123,-2.70999755859373,-0.209997558593727,-0.199987792968727,-1.23749389648435,8654618,29586,1737,23400,3418.5217649121,200.702099156774,2703.7588487441,0.097968010605938,30332.6758428539,18346.5111236938,1.00843084724914e-113,2.68228006198866e-160,0,1,11,0.078990720996916,1990.32835420941,18357.4974952959,3.54220380896708e-105,2.94997499711832e-129,0,1,7,0.095107110831526,26227.3136000777,18360.4775704112,2.11962495498543e-72,3.49883658413803e-98,0,1,21,2020-02-25,65,264781,30594.186826039,tests performed,2020-04-29,NA,NA,NA,NA,NA
CHI,Channel Islands,170499,81,84.8,15.2,67.5,861.1,7.8,1.5,69.1,NA,NA,NA,NA,6754,NA,NA,NA,NA,NA,NA,NA,NA,58.2,3.6,77,NA,NA,NA,46.5,4,NA,30.9,35.7,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,0.922,229.8,NA,NA,NA,NA,NA,NA,-2.12238430068449,49.218329169,9.24001464843752,8.8900085449219,9.73000488281252,9.05001220703127,9.2275100708008,170499,537,40,386,3149.57858990375,234.605481557077,2263.94289702579,0.120481200534461,553.88548762951,18353.5930050183,1.54204929660662e-73,4.30814792178706e-119,0,1,28,0.052393487538737,90.9688347088645,18377.6844549117,4.08565359304314e-23,7.25168992800955e-15,2.24551340077902e-288,1,10,0.161830561323181,500.196095424866,18372.4811510438,3.22224205954641e-10,6.86769456795643e-18,0,1,45,2020-03-10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHL,Chile,18729160,77.6,82.4,19.8,68.7,25.2,6.2,1.6,12.4,27.1,28.5,NA,NA,558539,482,19517185,4662910,24190,298231133532.749,NA,3.7,44.4,62.6,9,70,NA,7121.7,1.9,21.2,24.3,18.5,87.6,27.9,49834,4.6,98,8.6,12.4,7.2,1.08,2.2,5.3,101.4,94.8,1,100,100,4.6,126,28.8,34.4,NA,NA,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-71.496395606561,-35.7103410784999,16.6499877929688,18.6299987792969,17.1400085449219,16.9900146484375,17.3525024414063,19116209,16023,227,8580,838.18920372758,11.8747393900119,448.833761966089,0.044554454027645,28198.808858437,18371.2731946564,5.91568692035891e-58,1.95546314843865e-50,0,1,16,0.059971890300905,387.730558710584,18372.1841214733,8.2473210519642e-75,8.11228378127093e-70,0,1,12,0.063664294665021,16458.6035109074,18375.5266430244,2.25929200857724e-90,7.11740440403592e-81,0,1,35,2020-03-03,58,199400,10430.9384773937,tests performed,2020-05-02,NA,NA,NA,NA,NA
CHN,China,1392730000,74.5,79.1,17.9,71.2,148.3,7.1,1.7,40.8,18.2,20,7.5,0,-1741996,212050,611439830,225828900,18170,13608151864637.9,1.7,NA,NA,68,25.4,80.3,2.1,528263.3,1.9,56.2,22.4,15.4,59.2,19.6,2062,7.5,100,9.2,17,8.6,NA,NA,NA,99.4,NA,1,76.4,100,1.5,132,6.6,37.4,0.381,NA,3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,East Asia & Pacific,98.6039156750066,36.9036725935001,-14.1900085449219,-13.9599975585937,-11.5499938964844,-6.45999755859373,-11.5399993896484,1404676330,83956,4637,78523,59.7689291169305,3.3011163504122,55.9011341780067,0.143614840486929,82749.9035187547,18297.8311678344,3.75821989545525e-59,1.83596517955103e-144,0,1,7,0.056387863728604,4017.60233946194,18306.3087600254,4.76251648329887e-20,1.38769640200771e-64,1.10384e-319,1,19,0.088477960414088,79164.7582723767,18316.5967857339,2.3529555741232e-95,1.97754535898976e-160,0,1,9,2020-01-22,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIV,Cote d'Ivoire,25069229,56.3,58.7,41.9,55.2,78.8,10.1,4.6,49.2,31.1,33.7,17.1,2.3,-40000,38323,779482,907000,4020,43007047821.7541,NA,NA,NA,57,40,73.5,NA,248.1,1.4,64.8,32.7,22.9,50.8,28,3393,0.5,100,2.4,29.1,80.9,NA,NA,5.4,98.4,71.6,0.9,18,65.6,4,123,9,20.9,0.401,NA,6. Developing region,4. Lower middle income,Africa,Africa,Western Africa,Sub-Saharan Africa,-5.69267393890679,7.51951629650009,27.2900024414063,27.6499877929688,29.8000122070313,29.6299987792969,28.5925003051758,26378275,1275,14,574,48.3352304121479,0.530739784917702,21.7603311816258,0.049608768734712,2330.17637459499,18371.663552134,3.02976875278436e-49,6.87533267598986e-43,0,1,20,0.08073487287637,22.010888648329,18368.8477777776,9.546665370405e-15,5.46379112141009e-18,9.45946246967612e-306,1,14,0.066361976941676,1357.09783536982,18379.2424342092,2.22061200518423e-33,3.25374725948485e-22,4.23418541039e-312,1,21,2020-03-11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMR,Cameroon,25216237,57.7,60.2,42.6,54.6,53.3,9.3,4.6,43.6,22.6,18.6,10.7,3.1,-24000,45139,265136,405990,3700,38675205293.0462,NA,NA,NA,76.1,43.4,87.7,NA,875.6,1.3,20.6,39.3,10.6,56.4,24.1,12036,0.3,100,6,21.6,76.1,NA,NA,2.7,110.3,68.2,NA,17.8,61.4,8.7,123,9.5,18.5,NA,NA,6. Developing region,4. Lower middle income,Africa,Africa,Middle Africa,Sub-Saharan Africa,13.6109355928691,7.37244517000007,21.0599914550781,21.1799865722656,22.5100036621094,24.0299926757813,22.1949935913086,26545864,1832,61,934,69.0126341338899,2.29790976100834,35.1843887997015,0.044428096762881,3463.45641280946,18372.871286454,3.48229101659338e-16,1.05622216264085e-11,2.69305246121789e-272,1,25,0.04027049719714,248.729304660271,18388.9645144666,8.66647799325465e-8,0.004972228553847,1.54165857221417e-234,1,13,0.07887339884333,2402.38339628118,18380.1352626577,2.29805492761622e-12,4.52484007018311e-7,5.66104618649331e-284,1,22,2020-03-06,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
COD,"Congo, Dem. Rep.",84068091,58.9,61.9,46.2,50.8,37.1,9.5,5.9,55.5,39,35.3,3.4,5.5,119303,720307,932043.4,49000,900,47227535290.9218,NA,NA,NA,63.5,65.4,91.6,NA,148.7,0.7,11.6,67.2,13.8,44.5,64.2,12201,0.1,100,6,19.4,88.1,NA,NA,2.1,NA,NA,NA,18.2,19.1,0.4,87,5.6,18.6,0.847,201.9,7. Least developed region,5. Low income,Africa,Africa,Middle Africa,Sub-Saharan Africa,22.4335796736779,-4.0421294149999,26.5800109863281,26.4800048828125,26.8200012207031,27.1,26.745004272461,89561404,572,31,73,6.38667969072928,0.346131241980083,0.815083247243422,0.032472076933813,1458.69052561407,18383.380719698,4.09034222168237e-25,9.96762219507786e-13,1.37086087724985e-266,1,34,0.106366769851967,29.4195593765832,18353.5718766041,3.0042390150486e-33,5.14419203916148e-70,0,1,8,0.041245129301576,260.64544974622,18389.6344552142,1.38747785743861e-12,1.52878401775e-4,2.54215185769885e-249,1,18,2020-03-11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
COG,"Congo, Rep.",5244363,62.8,65.7,41.8,55.6,15.4,6.7,4.4,33.1,65.2,94,NA,1.4,-20000,13352,333899,580000,5060,11263682694.0393,NA,NA,NA,69.4,34.1,94.6,NA,66.7,2.5,31.1,65.4,40.7,66.9,43.9,46865,0.7,100,6,16.7,50.1,NA,NA,NA,NA,NA,NA,6.3,66.2,NA,91,8.4,19.7,0.758,50.5,6. Developing region,4. Lower middle income,Africa,Africa,Middle Africa,Sub-Saharan Africa,16.0679181078596,-0.654222513499882,28.110009765625,28.4699951171875,28.6199890136719,29.1799865722656,28.5949951171875,5518092,220,9,19,39.8688532195549,1.63099854079997,3.44321914168883,0.075441360171129,325.927313043266,18368.4698322026,4.37823988559524e-20,1.9987301735148e-23,2.620825570013e-312,1,20,0.265805588259786,6.29479605820492,18355.222005333,2.56641304894623e-12,2.22493860962404e-66,0,1,23,0.11077221606941,24.7594799580136,18367.0228301833,3.306689392705e-21,7.80077286042691e-35,0,1,21,2020-03-15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,Colombia,49648685,74.3,79.9,23.1,68.4,44.7,5.6,1.8,19.2,20.2,15.1,41.4,0.6,1023981,138586,33704037,4125200,14480,331047040087.877,27,27.6,49.7,68.8,16.6,70.9,0.2,7195,3.2,40.3,52.7,14.8,80.8,NA,45668,1.8,92,7.4,15.8,14.2,2,1.5,4.5,115,106,1,76.2,99.6,12.3,132,22.1,30,0.761,90.2,6. Developing region,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-72.5861884502539,4.11346893650007,24.6700073242188,24.7600036621094,25.8900085449219,25.5599914550781,25.2200027465821,50882884,6507,293,1439,127.881902291545,5.75832140332297,28.2806296907227,0.03608358129791,16764.9796849729,18381.4615267633,1.55297713192284e-39,6.6030059875262e-24,4.42660500690669e-291,1,32,0.069283260972287,434.127690124589,18369.6146361428,3.4976667600782e-59,1.23622561756361e-60,0,1,8,0.068693213959143,2709.25732202123,18375.6121134484,1.16046432992888e-43,3.38862191529187e-36,0,1,30,2020-03-06,55,114602,2252.27013468812,samples processed,2020-05-02,NA,NA,NA,NA,NA
CPV,Cabo Verde,543767,69.3,76,28.8,66.6,134.9,5.6,2.3,34.3,67.4,45.9,6,4.3,-6709,13,140429,NA,7280,1976814276.50792,NA,NA,NA,60.5,11.5,79,NA,8.7,0.6,19.6,22.5,2.9,65.7,27.2,579,0.9,100,2.4,17.2,19.5,NA,NA,5.3,103.3,87.4,1,62.4,92.9,53.6,113,10.6,25.4,0.459,NA,6. Developing region,4. Lower middle income,Africa,Africa,Western Africa,Sub-Saharan Africa,-25.1802170833496,17.0624046895001,23.1499877929688,22.3200012207031,23.3799987792969,23.0200134277344,22.9675003051758,555988,121,1,4,217.630596343806,1.79859996978352,7.19439987913408,0.120770605557744,150.988391934239,18370.2722515729,1.60683669114532e-15,8.20808249252802e-24,0,1,39,36.3259354058105,1,18344.0976834768,1.25759318387564e-85,0,0,1,48,0.005738188425515,524582.325445678,18820.0310490921,0.717913236472283,0.978249150543002,1.45029633174047e-18,0,97,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRI,Costa Rica,4999441,77.5,82.7,21.3,69.1,97.9,5.1,1.8,20.7,33,33.1,14.9,0.2,21000,211,1948546,1492800,16700,60130106115.6294,21.1,9.7,48.3,62.1,12.1,63.1,0.4,507.4,0,34.5,54.6,27.6,79.3,NA,23564,1.6,100,9.1,11.5,8.8,NA,1.1,7.1,110.8,96.8,1,95.8,99.6,19.4,119,25.7,31.3,0.608,NA,5. Emerging region: G20,3. Upper middle income,North America,Americas,Central America,Latin America & Caribbean,-83.6334000380653,9.62101878450008,18.610009765625,19.5400024414063,20.110009765625,18.4699951171875,19.182504272461,5094114,719,6,338,141.143288116442,1.17782994255723,66.3510867640575,0.090965208514009,753.124441169448,18349.0140974404,8.85341713716949e-92,2.36179058541282e-132,0,1,24,0.02884022621246,16.5834259238976,18379.0932249536,6.48658408277317e-7,0.001016727602772,7.67684844439852e-223,1,12,0.039090884096401,2510.55648666327,18399.220140954,4.93144468637354e-22,1.01147961212088e-5,1.07792979675978e-259,1,20,2020-03-06,55,9593,1883.15377315859,people tested,2020-05-02,NA,NA,NA,NA,NA
CUB,Cuba,11338138,76.8,80.7,16.2,68.6,109,9,1.6,23,11.7,14.5,NA,NA,-72000,5488,560754.3,349700,NA,100023000000,NA,NA,NA,53.6,17.5,60.9,0.4,968.7,NA,59.9,31.3,16.6,77,NA,3371,3.1,100,9.6,16.4,5,NA,5.1,NA,100.5,89.5,1,94.8,100,NA,139,26.7,41.5,0.794,120.4,5. Emerging region: G20,3. Upper middle income,North America,Americas,Caribbean,Latin America & Caribbean,-77.9521634549034,21.5197614605001,24.4599853515625,23.7300048828125,24.5800109863281,24.4999938964844,24.3174987792969,11326616,1501,61,681,132.519721689161,5.38554498536898,60.1238710661684,0.062345322496396,2268.42586311138,18367.2568516789,8.04283174103163e-84,1.1116617190097e-86,0,1,23,0.044908988816769,165.27723492861,18381.2437779295,1.40688987073692e-40,4.38638673301559e-25,7.51513122326803e-302,1,10,0.053713289278108,2273.42469357685,18385.8656736711,2.32272501382299e-44,1.89334924840599e-23,6.68698124019094e-310,1,18,2020-03-12,49,51506,4547.34229535106,tests performed,2020-05-01,NA,NA,NA,NA,NA
CUW,Curacao,159800,NA,NA,18.9,64.4,NA,8.8,1.7,10.9,NA,NA,NA,NA,2573,35,NA,NA,NA,3127908037.85918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,89.1,NA,NA,37.7,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,31.6,NA,NA,36.1,0.516,NA,6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-69.0345333899717,12.2120628930001,28.9099975585938,27.6400085449219,29.1899963378906,28.5700012207031,28.5775009155274,164100,16,1,13,97.5015234613041,6.09384521633151,79.2199878123096,0.115086214007065,15.6123915725594,18345.1980949298,2.71185244398538e-41,1.89091871037187e-92,0,1,20,-2.65285212807771,2.326030035249e-9,18300.0870960261,0.999999999622274,0.99999998898771,0.999960751513662,1,3,0.108583381068062,12.8526341537544,18356.3959001619,1.13233038660912e-34,1.30895104449924e-68,0,1,25,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,Cayman Islands,64174,NA,NA,NA,NA,267.4,3.3,NA,0,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,52.9,10.8,100,NA,NA,8.9,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,19.9,NA,NA,40,0.837,99,5. Emerging region: G20,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-81.1810922489592,19.3294741880001,28.0100036621094,27.4800048828125,26.9099975585938,26.7300048828125,27.2825027465821,65720,73,1,10,1110.77297626293,15.2160681679854,152.160681679854,0.107159826986396,75.9644440746289,18355.0660280385,1.77140801221341e-48,7.25590866528974e-86,0,1,31,-3.04723711173632,2.82015855113116e-9,18300.0931724965,0.999999999668014,0.999999987046449,0.99995572726292,1,3,0.246530938215904,8.00363118856956,18358.2452290467,1.10216500745612e-12,2.00875136173294e-61,0,1,37,2020-03-13,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP,Cyprus,1189265,78.7,82.9,16.8,69.5,128.7,7,1.3,33.2,73.4,73,NA,NA,25000,10,401408,308458,39880,24961988663.2026,NA,0.1,31.4,63.1,2.1,84.6,0.6,1245.4,1.6,12.2,18.7,18.7,66.8,12.2,677,5.3,100,9,11.3,2.4,1.95,3.4,6.3,99.3,101.3,1,98.4,100,18.9,106,22.6,36.8,0.778,NA,6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,Europe & Central Asia,32.9799468094246,34.9048932965,13.5700012207031,10.839990234375,11.35,13.5800109863281,12.3350006103516,1207361,850,15,296,704.014789280091,12.4237903990604,245.162797208126,0.089937558395928,928.353226565148,18353.456458546,1.82054371424276e-64,2.60829192846393e-98,0,1,29,0.123850969286524,13.8134685231256,18349.1430161124,3.27456734635827e-25,1.3184947003207e-70,0,1,9,0.006114175623219,25492028.1545204,18785.0133575245,0.45708430039879,0.953077618236129,6.22893766071954e-43,0,97,2020-03-09,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
